neighbourhood;room_type;price;number_of_reviews
Brooklyn;Entire home/apt;225;6
Manhattan;Entire home/apt;310;0
Manhattan;Entire home/apt;1000;6
Brooklyn;Entire home/apt;90;4
Queens;Entire home/apt;120;0
Brooklyn;Private room;90;0
Bronx;Private room;75;1
Manhattan;Private room;75;4
Brooklyn;Private room;64;0
Manhattan;Entire home/apt;249;3
Brooklyn;Private room;44;8
Queens;Private room;50;12
Queens;Private room;55;0
Brooklyn;Private room;400;0
Brooklyn;Entire home/apt;150;2
Manhattan;Entire home/apt;110;2
Manhattan;Entire home/apt;93;2
Brooklyn;Entire home/apt;370;3
Manhattan;Private room;129;0
Brooklyn;Entire home/apt;830;0
Manhattan;Entire home/apt;196;0
Manhattan;Entire home/apt;250;0
Brooklyn;Private room;90;2
Manhattan;Entire home/apt;440;1
Brooklyn;Private room;52;0
Brooklyn;Entire home/apt;105;0
Brooklyn;Private room;40;8
Manhattan;Entire home/apt;159;0
Manhattan;Entire home/apt;489;2
Bronx;Entire home/apt;125;0
Manhattan;Entire home/apt;310;0
Brooklyn;Entire home/apt;203;4
Manhattan;Private room;165;0
Brooklyn;Entire home/apt;154;5
Brooklyn;Private room;27;1
Brooklyn;Entire home/apt;220;0
Manhattan;Entire home/apt;300;0
Brooklyn;Entire home/apt;150;0
Staten Island;Shared room;13;9
Manhattan;Entire home/apt;200;2
Manhattan;Private room;300;12
Brooklyn;Private room;89;5
Manhattan;Entire home/apt;289;0
Manhattan;Entire home/apt;650;0
Staten Island;Entire home/apt;70;1
Brooklyn;Entire home/apt;399;7
Manhattan;Entire home/apt;590;0
Brooklyn;Private room;110;0
Manhattan;Entire home/apt;289;3
Manhattan;Entire home/apt;117;3
Manhattan;Entire home/apt;250;0
Manhattan;Private room;150;0
Manhattan;Private room;125;0
Brooklyn;Private room;50;0
Brooklyn;Entire home/apt;160;0
Manhattan;Entire home/apt;229;0
Manhattan;Entire home/apt;265;0
Manhattan;Entire home/apt;200;0
Brooklyn;Private room;7500;8
Manhattan;Entire home/apt;200;0
Queens;Entire home/apt;120;5
Manhattan;Entire home/apt;200;0
Brooklyn;Private room;50;0
Manhattan;Entire home/apt;200;0
Manhattan;Entire home/apt;130;0
Brooklyn;Entire home/apt;188;5
Manhattan;Shared room;150;2
Manhattan;Entire home/apt;200;0
Brooklyn;Entire home/apt;375;3
Queens;Private room;85;1
Manhattan;Entire home/apt;93;0
Manhattan;Entire home/apt;175;1
Brooklyn;Private room;65;2
Manhattan;Entire home/apt;275;3
Bronx;Entire home/apt;75;5
Queens;Private room;85;3
Brooklyn;Entire home/apt;150;4
Queens;Private room;68;1
Manhattan;Shared room;450;0
Brooklyn;Entire home/apt;150;2
Brooklyn;Private room;63;0
Brooklyn;Entire home/apt;90;4
Brooklyn;Private room;42;12
Queens;Private room;75;0
Manhattan;Entire home/apt;106;7
Manhattan;Entire home/apt;125;2
Queens;Private room;50;0
Manhattan;Entire home/apt;199;7
Brooklyn;Entire home/apt;155;1
Brooklyn;Entire home/apt;175;3
Queens;Entire home/apt;199;0
Brooklyn;Private room;120;0
Brooklyn;Entire home/apt;135;3
Queens;Entire home/apt;101;4
Manhattan;Entire home/apt;299;3
Manhattan;Entire home/apt;268;1
Manhattan;Entire home/apt;120;0
Manhattan;Entire home/apt;200;0
Brooklyn;Entire home/apt;150;1
Manhattan;Private room;55;5
Brooklyn;Entire home/apt;85;3
Brooklyn;Private room;45;7
Manhattan;Entire home/apt;2500;0
Manhattan;Entire home/apt;550;0
Manhattan;Entire home/apt;150;0
Manhattan;Entire home/apt;194;2
Manhattan;Private room;140;3
Manhattan;Private room;89;5
Manhattan;Entire home/apt;175;0
Brooklyn;Entire home/apt;151;1
Manhattan;Private room;54;0
Manhattan;Entire home/apt;120;0
Bronx;Private room;55;0
Brooklyn;Private room;50;3
Manhattan;Entire home/apt;137;0
Manhattan;Entire home/apt;137;0
Queens;Private room;70;2
Manhattan;Entire home/apt;137;0
Queens;Private room;65;2
Brooklyn;Entire home/apt;120;8
Manhattan;Entire home/apt;117;0
Brooklyn;Entire home/apt;90;1
Manhattan;Private room;150;0
Manhattan;Entire home/apt;137;0
Manhattan;Entire home/apt;250;0
Queens;Private room;99;0
Queens;Private room;75;1
Queens;Private room;55;0
Brooklyn;Private room;40;4
Manhattan;Entire home/apt;250;5
Manhattan;Entire home/apt;200;1
Manhattan;Entire home/apt;180;1
Manhattan;Entire home/apt;250;0
Brooklyn;Entire home/apt;200;1
Manhattan;Entire home/apt;152;0
Brooklyn;Entire home/apt;245;2
Brooklyn;Private room;40;0
Manhattan;Entire home/apt;459;5
Manhattan;Entire home/apt;350;6
Queens;Private room;55;3
Queens;Private room;55;0
Manhattan;Entire home/apt;650;0
Queens;Private room;70;0
Brooklyn;Entire home/apt;350;2
Queens;Entire home/apt;275;1
Manhattan;Private room;78;7
Manhattan;Private room;105;0
Brooklyn;Private room;60;2
Brooklyn;Private room;149;1
Bronx;Private room;35;5
Bronx;Private room;36;2
Bronx;Private room;38;1
Bronx;Private room;120;0
Manhattan;Private room;50;6
Manhattan;Private room;32;0
Manhattan;Private room;95;0
Brooklyn;Entire home/apt;150;4
Brooklyn;Private room;100;0
Manhattan;Entire home/apt;850;3
Brooklyn;Entire home/apt;145;0
Queens;Entire home/apt;650;0
Manhattan;Private room;175;4
Manhattan;Entire home/apt;190;0
Brooklyn;Entire home/apt;140;0
Manhattan;Entire home/apt;169;3
Manhattan;Private room;85;3
Staten Island;Entire home/apt;68;8
Brooklyn;Private room;80;3
Brooklyn;Private room;65;7
Manhattan;Entire home/apt;210;0
Manhattan;Entire home/apt;699;4
Brooklyn;Private room;79;1
Queens;Private room;89;0
Queens;Entire home/apt;80;8
Manhattan;Entire home/apt;130;1
Brooklyn;Private room;70;0
Brooklyn;Private room;60;0
Brooklyn;Private room;58;1
Manhattan;Entire home/apt;135;1
Queens;Entire home/apt;150;3
Brooklyn;Private room;58;0
Brooklyn;Private room;40;1
Brooklyn;Entire home/apt;300;1
Manhattan;Entire home/apt;245;7
Brooklyn;Private room;35;2
Manhattan;Private room;59;0
Manhattan;Entire home/apt;600;6
Manhattan;Entire home/apt;150;0
Manhattan;Private room;245;2
;;;
Upper East Side;145;2;
;;;
Upper East Side;145;3;
;;;
East Harlem;145;2;
Manhattan;Entire home/apt;145;2
Manhattan;Entire home/apt;158;1
;;;
;;;
Upper East Side;145;1;
Manhattan;Shared room;50;1
Brooklyn;Entire home/apt;165;0
Queens;Entire home/apt;174;1
;;;
Upper East Side;150;1;
Manhattan;Entire home/apt;239;7
Manhattan;Entire home/apt;150;3
Brooklyn;Private room;80;1
Queens;Entire home/apt;200;1
Manhattan;Private room;100;2
Brooklyn;Private room;69;0
;;;
Midtown;150;2;
Queens;Private room;60;0
Manhattan;Entire home/apt;499;6
Manhattan;Entire home/apt;300;1
Brooklyn;Private room;55;1
Manhattan;Entire home/apt;300;0
Manhattan;Entire home/apt;200;0
Brooklyn;Entire home/apt;140;0
Brooklyn;Entire home/apt;399;0
Manhattan;Entire home/apt;310;0
Manhattan;Entire home/apt;250;0
Brooklyn;Entire home/apt;110;0
Manhattan;Entire home/apt;300;0
Manhattan;Entire home/apt;180;0
Manhattan;Entire home/apt;250;13
Brooklyn;Private room;79;6
Manhattan;Entire home/apt;200;3
Manhattan;Entire home/apt;300;0
Queens;Entire home/apt;200;4
Manhattan;Entire home/apt;190;0
Manhattan;Entire home/apt;120;2
Manhattan;Entire home/apt;150;0
Brooklyn;Entire home/apt;299;3
Queens;Entire home/apt;48;8
Manhattan;Entire home/apt;300;0
Manhattan;Private room;100;0
Brooklyn;Private room;68;5
Manhattan;Entire home/apt;173;4
Manhattan;Entire home/apt;850;0
Brooklyn;Private room;50;9
Queens;Entire home/apt;169;0
Manhattan;Private room;85;9
Brooklyn;Entire home/apt;175;8
Manhattan;Entire home/apt;150;0
Manhattan;Entire home/apt;118;3
Brooklyn;Entire home/apt;399;5
Queens;Entire home/apt;108;2
Manhattan;Entire home/apt;160;0
Queens;Entire home/apt;248;2
Brooklyn;Entire home/apt;160;0
Manhattan;Entire home/apt;190;1
Manhattan;Entire home/apt;130;0
Brooklyn;Entire home/apt;225;3
Manhattan;Entire home/apt;175;2
Brooklyn;Private room;80;0
Brooklyn;Private room;130;2
Queens;Entire home/apt;60;4
Manhattan;Private room;102;1
Manhattan;Entire home/apt;129;0
Manhattan;Entire home/apt;131;1
Brooklyn;Private room;80;3
Manhattan;Private room;100;0
Queens;Entire home/apt;200;2
Manhattan;Private room;975;0
Brooklyn;Entire home/apt;4200;0
Brooklyn;Entire home/apt;80;6
Brooklyn;Entire home/apt;895;1
Queens;Private room;150;0
Manhattan;Entire home/apt;290;0
Manhattan;Entire home/apt;170;0
Manhattan;Entire home/apt;170;0
Brooklyn;Private room;70;0
Manhattan;Entire home/apt;499;2
Brooklyn;Private room;37;0
Manhattan;Entire home/apt;447;3
Brooklyn;Private room;35;0
Manhattan;Entire home/apt;447;3
Manhattan;Entire home/apt;600;3
Brooklyn;Private room;37;0
Manhattan;Entire home/apt;255;1
Manhattan;Entire home/apt;320;3
Brooklyn;Entire home/apt;795;1
Manhattan;Private room;65;0
Brooklyn;Entire home/apt;995;0
Brooklyn;Private room;56;4
Brooklyn;Entire home/apt;695;1
Manhattan;Entire home/apt;300;0
Manhattan;Entire home/apt;150;0
Brooklyn;Entire home/apt;1800;0
Brooklyn;Entire home/apt;295;2
Brooklyn;Private room;56;8
Brooklyn;Entire home/apt;595;0
Manhattan;Entire home/apt;300;0
Manhattan;Private room;119;1
Manhattan;Entire home/apt;300;0
Manhattan;Entire home/apt;150;0
Manhattan;Entire home/apt;195;12
Manhattan;Entire home/apt;300;0
Manhattan;Entire home/apt;900;0
Manhattan;Entire home/apt;210;0
Brooklyn;Entire home/apt;295;1
Manhattan;Entire home/apt;225;0
Manhattan;Entire home/apt;120;0
Manhattan;Entire home/apt;250;0
Manhattan;Entire home/apt;600;5
Manhattan;Entire home/apt;220;0
Manhattan;Entire home/apt;450;4
Manhattan;Entire home/apt;150;0
Manhattan;Entire home/apt;200;0
Manhattan;Entire home/apt;399;1
Manhattan;Entire home/apt;200;0
Manhattan;Entire home/apt;300;1
Queens;Private room;389;0
Brooklyn;Entire home/apt;495;1
Manhattan;Entire home/apt;200;0
Queens;Shared room;28;0
Manhattan;Entire home/apt;200;0
Manhattan;Private room;72;0
Manhattan;Entire home/apt;200;0
Brooklyn;Private room;75;2
Brooklyn;Entire home/apt;160;2
Brooklyn;Private room;85;1
Bronx;Private room;73;0
Manhattan;Entire home/apt;100;0
Brooklyn;Entire home/apt;88;4
Manhattan;Private room;150;2
Manhattan;Private room;125;0
Brooklyn;Shared room;30;2
Queens;Entire home/apt;75;1
Manhattan;Entire home/apt;100;0
Manhattan;Entire home/apt;100;0
Manhattan;Entire home/apt;100;0
Manhattan;Entire home/apt;302;0
Manhattan;Entire home/apt;400;3
Manhattan;Entire home/apt;180;0
Manhattan;Entire home/apt;189;0
Manhattan;Entire home/apt;175;0
Queens;Entire home/apt;189;2
Manhattan;Private room;145;0
Manhattan;Entire home/apt;350;0
Brooklyn;Entire home/apt;92;9
Brooklyn;Entire home/apt;300;0
Manhattan;Shared room;60;0
Manhattan;Entire home/apt;177;0
Manhattan;Entire home/apt;230;0
Manhattan;Entire home/apt;177;0
Manhattan;Entire home/apt;160;0
Manhattan;Entire home/apt;184;0
Manhattan;Entire home/apt;194;0
Brooklyn;Entire home/apt;400;0
Manhattan;Entire home/apt;200;0
Manhattan;Entire home/apt;550;5
Manhattan;Entire home/apt;202;0
Manhattan;Entire home/apt;275;0
Manhattan;Entire home/apt;277;0
Manhattan;Entire home/apt;162;0
Manhattan;Entire home/apt;217;0
Manhattan;Entire home/apt;180;6
Manhattan;Entire home/apt;149;15
Queens;Private room;50;4
Brooklyn;Entire home/apt;295;1
Brooklyn;Private room;70;1
Brooklyn;Entire home/apt;295;1
Brooklyn;Entire home/apt;495;0
Manhattan;Entire home/apt;1099;3
Brooklyn;Entire home/apt;129;6
Manhattan;Entire home/apt;400;1
Manhattan;Private room;181;0
Manhattan;Entire home/apt;428;1
Brooklyn;Entire home/apt;123;2
Queens;Private room;88;1
Brooklyn;Shared room;20;0
Brooklyn;Entire home/apt;89;8
Bronx;Private room;42;0
Queens;Private room;80;2
Brooklyn;Private room;150;0
Manhattan;Entire home/apt;111;4
Brooklyn;Private room;90;7
Manhattan;Entire home/apt;109;9
Queens;Entire home/apt;68;5
Brooklyn;Private room;38;1
Manhattan;Private room;69;0
Manhattan;Entire home/apt;360;2
Queens;Entire home/apt;145;7
Queens;Entire home/apt;120;2
Manhattan;Entire home/apt;650;0
Brooklyn;Private room;250;0
Manhattan;Entire home/apt;599;6
Manhattan;Entire home/apt;200;0
Manhattan;Entire home/apt;150;0
Manhattan;Private room;100;3
Manhattan;Entire home/apt;330;5
Manhattan;Entire home/apt;150;0
Manhattan;Entire home/apt;179;3
Manhattan;Entire home/apt;185;7
Manhattan;Entire home/apt;200;5
Manhattan;Private room;50;0
Manhattan;Entire home/apt;650;0
Manhattan;Entire home/apt;180;3
Manhattan;Shared room;75;2
Manhattan;Entire home/apt;700;0
Manhattan;Entire home/apt;300;0
Brooklyn;Entire home/apt;220;2
Manhattan;Entire home/apt;180;4
Brooklyn;Private room;60;2
Queens;Private room;75;5
Manhattan;Entire home/apt;155;11
Manhattan;Entire home/apt;180;2
Manhattan;Entire home/apt;180;7
Manhattan;Entire home/apt;180;5
Manhattan;Entire home/apt;400;5
Manhattan;Private room;60;4
Manhattan;Private room;135;4
Manhattan;Shared room;79;2
Brooklyn;Entire home/apt;100;0
Manhattan;Shared room;77;2
Bronx;Entire home/apt;59;2
Manhattan;Shared room;77;3
Manhattan;Entire home/apt;137;0
Manhattan;Private room;100;1
Manhattan;Shared room;69;8
Manhattan;Private room;120;5
Bronx;Private room;69;3
Manhattan;Private room;120;1
Manhattan;Private room;180;1
Manhattan;Private room;60;4
Brooklyn;Private room;200;2
Brooklyn;Entire home/apt;549;5
Brooklyn;Private room;50;4
Manhattan;Entire home/apt;136;0
Manhattan;Private room;65;0
Manhattan;Private room;125;8
Queens;Entire home/apt;295;4
Manhattan;Entire home/apt;385;3
Manhattan;Entire home/apt;479;3
Manhattan;Shared room;99;9
Manhattan;Entire home/apt;260;2
Queens;Private room;45;3
Manhattan;Entire home/apt;235;4
Queens;Entire home/apt;87;0
Brooklyn;Entire home/apt;198;4
Manhattan;Entire home/apt;275;13
Manhattan;Entire home/apt;134;2
Manhattan;Entire home/apt;199;3
Queens;Private room;59;2
Brooklyn;Entire home/apt;198;3
Manhattan;Entire home/apt;11;0
Staten Island;Entire home/apt;80;4
Queens;Private room;50;6
Queens;Entire home/apt;150;1
Brooklyn;Private room;140;0
Manhattan;Entire home/apt;181;2
Manhattan;Entire home/apt;395;5
Brooklyn;Private room;45;5
Queens;Private room;65;17
Manhattan;Private room;57;3
Brooklyn;Private room;65;1
Manhattan;Shared room;400;0
Queens;Entire home/apt;325;4
Bronx;Entire home/apt;99;3
Queens;Private room;90;7
Manhattan;Entire home/apt;600;0
Queens;Private room;70;13
Queens;Private room;60;15
Brooklyn;Entire home/apt;100;11
Brooklyn;Entire home/apt;89;0
Manhattan;Entire home/apt;255;2
Brooklyn;Entire home/apt;350;2
Brooklyn;Entire home/apt;88;0
Brooklyn;Private room;65;0
Bronx;Private room;160;0
Manhattan;Entire home/apt;180;3
Manhattan;Entire home/apt;299;0
Manhattan;Entire home/apt;250;0
Manhattan;Entire home/apt;190;2
Brooklyn;Private room;100;0
Brooklyn;Private room;50;4
Manhattan;Entire home/apt;150;6
Manhattan;Entire home/apt;160;2
Manhattan;Entire home/apt;80;0
Manhattan;Private room;150;2
Brooklyn;Entire home/apt;140;1
Queens;Private room;75;5
Brooklyn;Entire home/apt;279;1
Brooklyn;Entire home/apt;169;0
Queens;Private room;395;1
Queens;Private room;80;1
Brooklyn;Entire home/apt;300;0
Manhattan;Entire home/apt;285;0
Staten Island;Shared room;30;1
Bronx;Shared room;22;1
Manhattan;Entire home/apt;390;3
Manhattan;Entire home/apt;500;11
Manhattan;Entire home/apt;500;7
Manhattan;Private room;500;0
Brooklyn;Entire home/apt;97;2
Brooklyn;Entire home/apt;150;0
Manhattan;Entire home/apt;125;1
Manhattan;Entire home/apt;200;0
Manhattan;Entire home/apt;294;5
Manhattan;Entire home/apt;165;2
Queens;Private room;50;10
Manhattan;Entire home/apt;295;3
Brooklyn;Private room;100;1
Brooklyn;Entire home/apt;180;0
Manhattan;Entire home/apt;89;6
Manhattan;Entire home/apt;199;0
Manhattan;Entire home/apt;199;0
Brooklyn;Entire home/apt;110;1
Brooklyn;Entire home/apt;250;4
Queens;Private room;70;1
Queens;Entire home/apt;99;9
Brooklyn;Entire home/apt;125;0
Queens;Entire home/apt;90;3
Brooklyn;Entire home/apt;210;0
Manhattan;Private room;50;0
Manhattan;Entire home/apt;150;2
Brooklyn;Private room;55;3
Brooklyn;Entire home/apt;200;5
Brooklyn;Entire home/apt;150;0
Queens;Private room;50;4
Queens;Private room;60;12
Queens;Private room;70;11
Bronx;Private room;34;0
Queens;Private room;50;4
Manhattan;Entire home/apt;350;2
Manhattan;Entire home/apt;225;0
Brooklyn;Entire home/apt;130;3
Manhattan;Entire home/apt;151;2
Brooklyn;Entire home/apt;75;8
Brooklyn;Private room;65;6
Brooklyn;Private room;100;1
Queens;Entire home/apt;150;2
Manhattan;Private room;68;1
Manhattan;Entire home/apt;650;2
Manhattan;Entire home/apt;425;3
Manhattan;Entire home/apt;445;1
Brooklyn;Private room;1750;0
Manhattan;Entire home/apt;225;3
Manhattan;Entire home/apt;220;0
Manhattan;Entire home/apt;154;0
Brooklyn;Private room;98;2
Manhattan;Private room;210;1
Manhattan;Entire home/apt;140;1
Queens;Private room;70;0
Brooklyn;Private room;52;3
Manhattan;Entire home/apt;295;5
Manhattan;Entire home/apt;339;4
Manhattan;Entire home/apt;87;1
Queens;Private room;100;0
Brooklyn;Entire home/apt;160;0
Queens;Entire home/apt;250;1
Manhattan;Private room;65;0
Manhattan;Entire home/apt;135;1
Brooklyn;Entire home/apt;300;2
Brooklyn;Entire home/apt;94;1
Manhattan;Entire home/apt;390;1
Brooklyn;Private room;50;0
Manhattan;Entire home/apt;450;6
Manhattan;Entire home/apt;289;2
Manhattan;Entire home/apt;175;0
Manhattan;Entire home/apt;300;3
Manhattan;Entire home/apt;400;0
Brooklyn;Shared room;30;4
Brooklyn;Private room;49;2
Manhattan;Entire home/apt;210;3
Brooklyn;Entire home/apt;150;4
Queens;Private room;40;4
Manhattan;Entire home/apt;191;2
Brooklyn;Entire home/apt;550;1
Brooklyn;Entire home/apt;110;2
Brooklyn;Private room;39;0
Brooklyn;Entire home/apt;250;1
Brooklyn;Entire home/apt;225;6
Queens;Private room;65;0
Manhattan;Entire home/apt;235;4
Bronx;Entire home/apt;109;1
Manhattan;Private room;300;0
Manhattan;Entire home/apt;590;0
Manhattan;Entire home/apt;171;6
Manhattan;Entire home/apt;249;6
Queens;Private room;65;16
Queens;Private room;49;3
Queens;Private room;100;0
Queens;Entire home/apt;96;4
Manhattan;Entire home/apt;585;1
Brooklyn;Private room;40;3
Queens;Shared room;25;1
Queens;Shared room;29;1
Manhattan;Entire home/apt;80;0
Manhattan;Entire home/apt;200;0
Brooklyn;Entire home/apt;350;0
Queens;Shared room;25;2
Brooklyn;Private room;75;5
Manhattan;Entire home/apt;350;4
Manhattan;Entire home/apt;179;4
Brooklyn;Private room;50;3
Queens;Entire home/apt;160;5
Manhattan;Entire home/apt;150;1
Manhattan;Entire home/apt;99;0
Queens;Private room;80;0
Manhattan;Private room;110;0
Manhattan;Private room;399;3
Manhattan;Entire home/apt;425;5
Manhattan;Entire home/apt;250;3
Manhattan;Private room;399;2
Manhattan;Private room;399;1
Manhattan;Private room;399;6
Brooklyn;Entire home/apt;500;3
Manhattan;Entire home/apt;179;5
Manhattan;Entire home/apt;299;0
Manhattan;Entire home/apt;124;0
Manhattan;Entire home/apt;124;0
Manhattan;Entire home/apt;420;2
Manhattan;Entire home/apt;109;0
Brooklyn;Private room;42;0
Manhattan;Entire home/apt;279;5
Brooklyn;Private room;42;0
Brooklyn;Private room;125;1
Manhattan;Private room;60;0
Brooklyn;Private room;42;0
Manhattan;Entire home/apt;150;7
Brooklyn;Private room;75;0
Manhattan;Entire home/apt;229;3
Queens;Private room;110;0
Brooklyn;Entire home/apt;99;2
Brooklyn;Entire home/apt;86;2
Queens;Private room;90;1
Brooklyn;Private room;46;0
Manhattan;Entire home/apt;140;4
Brooklyn;Entire home/apt;99;0
Manhattan;Entire home/apt;499;1
Manhattan;Private room;125;1
Queens;Entire home/apt;47;0
Brooklyn;Private room;60;2
Brooklyn;Entire home/apt;110;3
Brooklyn;Private room;50;0
Brooklyn;Private room;66;1
Queens;Entire home/apt;130;2
Manhattan;Private room;365;1
Manhattan;Entire home/apt;319;1
Manhattan;Private room;57;2
Manhattan;Private room;150;0
Staten Island;Entire home/apt;195;1
Manhattan;Entire home/apt;120;0
Manhattan;Entire home/apt;99;0
Manhattan;Entire home/apt;500;4
Bronx;Private room;70;1
;;;
Harlem;55;7;
Manhattan;Entire home/apt;600;2
Queens;Entire home/apt;150;1
Brooklyn;Private room;100;0
Manhattan;Private room;120;2
Manhattan;Entire home/apt;229;2
Brooklyn;Private room;67;0
Manhattan;Private room;125;1
Manhattan;Private room;100;0
Queens;Private room;55;12
Manhattan;Entire home/apt;209;4
Queens;Entire home/apt;290;0
